"Name, Vornamen",Geburts­jahr,Partei,kandidiert im/für,ausgeschieden
"Hemsteeg, Kai",1981,FREIE WÄHLER,"Wahlkreis 120
    und 
    Land Nordrhein-Westfalen (Platz 3)",
"Hendriks, Heiko",1966,CDU,Land Nordrhein-Westfalen (Platz 69),
"Hengl, Nikolaus Josef",1964,dieBasis,Land Bayern (Platz 26),
"Henig, Susanne",1988,Klimaliste,Wahlkreis 242,
"Henke, Rudolf Paul Maria",1954,CDU,"Wahlkreis 087
    und 
    Land Nordrhein-Westfalen (Platz 33)",
"Henkel, Denis",1975,AfD,"Wahlkreis 084
    und 
    Land Berlin (Platz 7)",
"Henkel, Stephanie",1992,PIRATEN,"Wahlkreis 159
    und 
    Land Sachsen (Platz 3)",
"Henking, Bennet",1997,Die Humanisten,Wahlkreis 054,
"Henneberger, Kathrin",1987,GRÜNE,"Wahlkreis 109
    und 
    Land Nordrhein-Westfalen (Platz 20)",
"Hennig, Anke",1964,SPD,"Wahlkreis 038
    und 
    Land Niedersachsen (Platz 18)",
"Hennig, Martin Thomas",1970,BüSo,Wahlkreis 217,
"Hennig, Robert",1958,AfD,Wahlkreis 145,
"Hennig-Wellsow, Susanne Marianne",1977,DIE LINKE,"Wahlkreis 193
    und 
    Land Thüringen (Platz 1)",
"Henning, Andrea Gisela",1965,dieBasis,"Wahlkreis 026
    und 
    Land Niedersachsen (Platz 5)",
"Henninger, Pascal Andreas",1993,ÖDP,Wahlkreis 246,
"Hennrich, Michael",1965,CDU,Wahlkreis 262,
"Henrichmann, Marc",1976,CDU,Wahlkreis 127,
"Henrici, Fabrice",1995,FDP,Wahlkreis 019,
"Henseler, Ursula Marianne",1959,CSU,Land Bayern (Platz 74),
"Hentschel, Ingo",1962,DIE LINKE,Wahlkreis 138,
"Hentschel, Sebastian Shawn Werner",1993,MLPD,Land Saarland (Platz 5),
"Henze, Guido",1987,dieBasis,Land Sachsen-Anhalt (Platz 6),
"Henze, Hannes Joel",1998,SPD,Land Niedersachsen (Platz 64),
"Hepp, Volker Walfried",1974,FREIE WÄHLER,"Wahlkreis 264
    und 
    Land Baden-Württemberg (Platz 17)",
"Heppe, Andrea",1967,Team Todenhöfer,Land Nordrhein-Westfalen (Platz 19),
"Herber, Maria Luise",1963,GRÜNE,Wahlkreis 299,
"Herbers, Hans Immanuel",1958,FREIE WÄHLER,Wahlkreis 150,
"Dr. Herbert, Ernst Albert",1952,Internationalistische Liste,"Wahlkreis 108
    und 
    Land Nordrhein-Westfalen (Platz 24)",
"Herbert, Hardy",1976,CDU,Land Thüringen (Platz 13),
"Herbold, Lars",2001,Volt,"Wahlkreis 102
    und 
    Land Nordrhein-Westfalen (Platz 4)",
"Herboldt, Hendrik",1988,FREIE WÄHLER,Land Sachsen-Anhalt (Platz 8),
"Herbrand, Markus",1971,FDP,"Wahlkreis 092
    und 
    Land Nordrhein-Westfalen (Platz 12)",
"Herbst, Clara",1998,ÖDP,Land Brandenburg (Platz 2),
"Herbst, Karl-Heinz",1958,GRÜNE,"Wahlkreis 232
    und 
    Land Bayern (Platz 50)",
"Herbst, Torsten",1973,FDP,"Wahlkreis 159
    und 
    Land Sachsen (Platz 1)",
"Herchenröder, Bernd",1962,dieBasis,Land Hessen (Platz 25),
"Herchenröder, Petra",1964,dieBasis,"Wahlkreis 174
    und 
    Land Hessen (Platz 4)",
"Herding, Susanne Petra",1970,CSU,Land Bayern (Platz 70),
"Herdt, Waldemar",1962,AfD,Wahlkreis 032,
"von Herget, Harald",1963,dieBasis,Land Bayern (Platz 21),
"Hermann, Benedikt Julian",2001,Die Humanisten,Land Baden-Württemberg (Platz 14),
"Hermann, Heinrich Alexandra",1976,DIE LINKE,Wahlkreis 286,
"Hermeling, Steven",1997,FDP,"Wahlkreis 030
    und 
    Land Niedersachsen (Platz 14)",
"Herms, Sandor Herms",1994,Die PARTEI,Land Bremen (Platz 26),
"Herpel, Klaus Eugen",1962,FDP,"Wahlkreis 231
    und 
    Land Bayern (Platz 53)",
"Herpertz, Anne",1998,PIRATEN,"Wahlkreis 160
    und 
    Land Sachsen (Platz 1)",
"Herrling, Ana Lena",1990,Volt,Land Hessen (Platz 3),
"Herrlinger, Siegmar Hugo",1952,Internationalistisches Bündnis,Wahlkreis 279,
"Herrmann, Bernd",1967,Unabhängig und FREI,Wahlkreis 104,
"Herrmann, Bernhard",1966,GRÜNE,"Wahlkreis 163
    und 
    Land Sachsen (Platz 2)",
"Herrmann, Frank",1961,PIRATEN,Land Nordrhein-Westfalen (Platz 4),
"Herrmann, Marie-Therese",1984,dieBasis,Wahlkreis 286,
"Herrmann, Nico",1999,ÖDP,"Wahlkreis 296
    und 
    Land Saarland (Platz 5)",
"Herrndorff, Jens",1969,GRÜNE,"Wahlkreis 007
    und 
    Land Schleswig-Holstein (Platz 10)",
"Herschlein, Ralph",1971,dieBasis,Wahlkreis 283,
"Hertel, Hans Falk",1961,Die Humanisten,Land Baden-Württemberg (Platz 15),
"Herter, Thomas",1986,Die Humanisten,Wahlkreis 251,
"Hertler, Stefan",1991,Die PARTEI,Land Bayern (Platz 51),
"Herzberger, Daniel",1986,CDU,Land Schleswig-Holstein (Platz 38),
"Herzig, Otwin",1953,Internationalistisches Bündnis,Wahlkreis 048,
"Herzog, Dirk",1968,dieBasis,"Wahlkreis 059
    und 
    Land Brandenburg (Platz 4)",
"Herzog, Jens",1982,FREIE WÄHLER,"Wahlkreis 236
    und 
    Land Bayern (Platz 8)",
"Heselhaus, Nadine",1978,SPD,"Wahlkreis 126
    und 
    Land Nordrhein-Westfalen (Platz 10)",
"Heß, Bernhard Ernst",1946,DKP,Land Hessen (Platz 14),
"Hess, David",1988,dieBasis,Wahlkreis 206,
"Heß, Maria Elisabeth",1965,ÖDP,Land Niedersachsen (Platz 9),
"Hess, Martin Alexander",1971,AfD,"Wahlkreis 265
    und 
    Land Baden-Württemberg (Platz 2)",
"Heß, Norman",1989,ÖDP,"Wahlkreis 063
    und 
    Land Brandenburg (Platz 3)",
"Heß, Roland",1958,Team Todenhöfer,Land Mecklenburg-Vorpommern (Platz 3),
"Hesse, Thomas",1963,dieBasis,"Wahlkreis 130
    und 
    Land Nordrhein-Westfalen (Platz 16)",
"Hessel, Katja",1972,FDP,"Wahlkreis 244
    und 
    Land Bayern (Platz 2)",
"Hesselmann, Cornelia Maria Elisabeth",1963,CDU,Land Niedersachsen (Platz 38),
"Heßner, Gabriele",1968,V-Partei³,Land Thüringen (Platz 3),
"Hetz, Tobias",1982,SPD,Land Nordrhein-Westfalen (Platz 78),
"Heubach, Heike",1979,SPD,"Wahlkreis 253
    und 
    Land Bayern (Platz 24)",
"Heubuch, Maria Ulrike",1958,GRÜNE,"Wahlkreis 293
    und 
    Land Baden-Württemberg (Platz 28)",
"Heubusch, Barbara Brigitte",1964,Gesundheitsforschung,Land Bayern (Platz 5),
"Heuer, Justus",2000,GRÜNE,"Wahlkreis 190
    und 
    Land Thüringen (Platz 4)",
"Dr. Heuser, Jörg Wilhelm",1964,dieBasis,"Wahlkreis 205
    und 
    Land Rheinland-Pfalz (Platz 5)",
"Heveling, Ansgar Guido Karl Johannes",1972,CDU,Wahlkreis 110,
"Dr. Hey, Andreas",1964,FREIE WÄHLER,"Wahlkreis 042
    und 
    Land Niedersachsen (Platz 15)",
"Heyl, Bernhard",1961,Bündnis C,Land Baden-Württemberg (Platz 4),
"Heym, Stephan Johannes",1988,Die Humanisten,"Wahlkreis 083
    und 
    Land Berlin (Platz 8)",
"Hiemenz, Gerold",1959,dieBasis,Wahlkreis 186,
"Hierl, Susanne",1973,CSU,"Wahlkreis 232
    und 
    Land Bayern (Platz 20)",
"Hierl-Schulze, Heidi Michaela",1959,Tierschutzpartei,Land Bayern (Platz 16),
"Hiersemenzel, Philip Alexander",1974,GRÜNE,Land Berlin (Platz 12),
"Hießerich-Peter, Angelika",1964,FDP,"Wahlkreis 297
    und 
    Land Saarland (Platz 3)",
"Hiestermann, Hendric",1999,Die PARTEI,Land Brandenburg (Platz 15),
"Hilbeck, Meike",1998,Die PARTEI,"Wahlkreis 037
    und 
    Land Niedersachsen (Platz 22)",
"Hildebrandt, Carsten",1972,FREIE WÄHLER,"Wahlkreis 175
    und 
    Land Hessen (Platz 18)",
"Dr. Hildebrandt, Steve",1979,Volt,Land Mecklenburg-Vorpommern (Platz 1),
"Dr. Hilker, Iris",1971,Volt,Land Nordrhein-Westfalen (Platz 9),
"Hill, Ruben Merlin",1993,Volt,Land Schleswig-Holstein (Platz 6),
"Hille, Alina",2000,ÖDP,Land Bayern (Platz 8),
"Hillebrand, Raphael",1982,du.,Land Berlin (Platz 1),
"Freiherr Hiller von Gaertringen, Otto Karl Franz Joseph",1949,AfD,Wahlkreis 203,
"Hillingshäuser, Armin",1961,FREIE WÄHLER,Land Rheinland-Pfalz (Platz 31),
"Hillmann-Richter, Anke",1973,FDP,"Wahlkreis 255
    und 
    Land Bayern (Platz 31)",
"Hilse, Karsten",1964,AfD,"Wahlkreis 156
    und 
    Land Sachsen (Platz 4)",
"Hilwig, Arnd",1973,CDU,"Wahlkreis 145
    und 
    Land Nordrhein-Westfalen (Platz 25)",
"Hilz, Karl Erich Günther",1957,Vereinigte Direktkandidaten,Wahlkreis 217,
"Hinderks, Jan Andreas",1977,FDP,"Wahlkreis 033
    und 
    Land Niedersachsen (Platz 26)",
"Hinners, Klaas",1954,ZUKUNFT,Wahlkreis 060,
"Hinrichs, Christoph Ulrich",1967,DIE LINKE,Wahlkreis 010,
"Hintermayr, Frederik Maximilian",1992,DIE LINKE,"Wahlkreis 252
    und 
    Land Bayern (Platz 8)",
"Hinze, Stephan",1987,Die PARTEI,"Wahlkreis 190
    und 
    Land Thüringen (Platz 6)",
"Hirche, Reinhard",1948,AfD,Wahlkreis 042,
"Hirsch, Lars-Alexander",2001,DIE LINKE,Land Niedersachsen (Platz 9),
"Hirschel, Anja Theresia",1982,PIRATEN,"Wahlkreis 291
    und 
    Land Baden-Württemberg (Platz 1)",
"Hirschinger, Lena",1993,CDU,Land Rheinland-Pfalz (Platz 22),
"Hirsemann, Margot Sabine",1959,FDP,Land Thüringen (Platz 14),
"Hirt, Florian Ernst",1999,FDP,"Wahlkreis 292
    und 
    Land Baden-Württemberg (Platz 29)",
"Hirte, Christian",1976,CDU,"Wahlkreis 190
    und 
    Land Thüringen (Platz 1)",
"Hirtreiter, Michael Ludwig",1982,ÖDP,"Wahlkreis 231
    und 
    Land Bayern (Platz 30)",
"Hiß-Petrowitz, Sylvia",1962,ÖDP,Land Baden-Württemberg (Platz 14),
"Hitschler, Thomas",1982,SPD,"Wahlkreis 211
    und 
    Land Rheinland-Pfalz (Platz 1)",
"Hitzer, Roald",1967,Bürger bewirbt sich als freier Direktkandidat,Wahlkreis 062,
"Hlawatsch, Florentine Elisabeth Martina",1984,PIRATEN,Land Bayern (Platz 7),
"Hobusch, René",1976,FDP,"Wahlkreis 152
    und 
    Land Sachsen (Platz 12)",
"Hoch, Meik",1964,Die PARTEI,Land Hessen (Platz 42),
"Hochscheid, Klaus-Jürgen Heinz",1959,AfD,Land Rheinland-Pfalz (Platz 9),
"Höchst, Nicole",1970,AfD,"Wahlkreis 201
    und 
    Land Rheinland-Pfalz (Platz 2)",
"Hochstein, Nancy",1986,DIE LINKE,Land Sachsen (Platz 9),
"Höchtl, Elisabeth",1957,MLPD,Wahlkreis 093,
"Hochwarth, Sebastian",1969,PIRATEN,Land Rheinland-Pfalz (Platz 4),
"Höcker, Annegret",1954,MLPD,"Wahlkreis 075
    und 
    Land Berlin (Platz 3)",
"Dr. Hocker, Gero Clemens",1975,FDP,"Wahlkreis 034
    und 
    Land Niedersachsen (Platz 6)",
"Hoeftmann, David",1976,Die PARTEI,Land Schleswig-Holstein (Platz 10),
"Hoeppener, Elisabet",1965,V-Partei³,Land Berlin (Platz 2),
"Hoeppener, Thomas",1959,V-Partei³,Land Berlin (Platz 5),
"Hofer, Christiana",1978,V-Partei³,"Wahlkreis 257
    und 
    Land Bayern (Platz 9)",
"Höfer, Johannes",1988,DIE LINKE,"Wahlkreis 166
    und 
    Land Sachsen (Platz 10)",
"Höfer, Phil",1995,PIRATEN,"Wahlkreis 048
    und 
    Land Niedersachsen (Platz 2)",
"Höferlin, Manuel",1973,FDP,"Wahlkreis 206
    und 
    Land Rheinland-Pfalz (Platz 5)",
"Hoffelder, Sophia",1997,Die PARTEI,Land Rheinland-Pfalz (Platz 20),
"Hoffleit, Markus",1966,dieBasis,Wahlkreis 094,
"Hoffmann, Alexander",1975,CSU,Wahlkreis 249,
"Hoffmann, Alexander Klaus Michael",1974,Die PARTEI,Land Niedersachsen (Platz 6),
"Dr. Hoffmann, Bettina Martha Lieselotte",1960,GRÜNE,"Wahlkreis 170
    und 
    Land Hessen (Platz 1)",
"Dr. Hoffmann, Christoph",1957,FDP,"Wahlkreis 282
    und 
    Land Baden-Württemberg (Platz 9)",
"Hoffmann, Dennis",1981,GRÜNE,Land Nordrhein-Westfalen (Platz 72),
"Hoffmann, Edgar",1980,Team Todenhöfer,Land Baden-Württemberg (Platz 8),
"Hoffmann, Frank Robert",1972,CDU,Land Rheinland-Pfalz (Platz 29),
"Hoffmann, Helmuth",1985,DIE LINKE,Wahlkreis 031,
"Hoffmann, Klaus",1963,FREIE WÄHLER,"Wahlkreis 297
    und 
    Land Saarland (Platz 10)",
"Hoffmann, Martina",1979,GRÜNE,Wahlkreis 073,
"Hoffmann, Philip Maria Albert",1988,CDU,Land Saarland (Platz 5),
"Hoffmeister, Edith",1948,Bündnis C,Land Hessen (Platz 3),
"Höfkes, Heike Janina",1989,Die PARTEI,Land Sachsen (Platz 8),
"Dr. Höfler, Michael",1971,Die PARTEI,Land Sachsen (Platz 3),
"Hofmann, André",1988,Die PARTEI,Wahlkreis 163,
"Hofmann, Bianca Marina Anna",1967,FDP,"Wahlkreis 208
    und 
    Land Rheinland-Pfalz (Platz 6)",
"Hofmann, Diana",1979,CDU,Land Rheinland-Pfalz (Platz 20),
"Hofmann, Erik",1986,ÖDP,"Wahlkreis 200
    und 
    Land Rheinland-Pfalz (Platz 1)",
"Hofmann, Florian",1996,DIE LINKE,Wahlkreis 247,
"Hofmann, Friedrich Christoph",1954,MLPD,Land Thüringen (Platz 8),
"Hofmann, Ina Gertrud",1984,GRÜNE,Land Bayern (Platz 63),
"Hofmann, Marion",1959,dieBasis,"Wahlkreis 273
    und 
    Land Baden-Württemberg (Platz 18)",
"Hofmann, Michael",1994,CSU,Land Bayern (Platz 85),
"Hofmann, Paul Hendrik",2002,Eure Stimme von Morgen,Wahlkreis 142,
"Hofmann, Peter Gerhard",1959,dieBasis,Land Bayern (Platz 59),
"Hofmann, Thomas",1983,Die PARTEI,Wahlkreis 102,
"Hofmann, Verena Eunike",1997,Klimaliste,Wahlkreis 210,
"Hofmeister, Andreas Walter",1961,LKR,Land Rheinland-Pfalz (Platz 5),
"Dr. Hofreiter, Anton Gerhard",1970,GRÜNE,"Wahlkreis 221
    und 
    Land Bayern (Platz 2)",
"Högel, Christoph",1990,AfD,Wahlkreis 294,
"Högen, Sebastian",1986,ÖDP,"Wahlkreis 163
    und 
    Land Sachsen (Platz 1)",
"Hogenkamp, Vincent",1996,SPD,"Wahlkreis 228
    und 
    Land Bayern (Platz 39)",
"Hoheisel, Jörg Werner",1973,Die PARTEI,Land Hessen (Platz 27),
"Höhl, Carina Damaris Cornelia",1995,Bündnis C,Land Hessen (Platz 18),
"Höhl, Noa-Benjamin Matthias Johannes",2002,Bündnis C,Land Hessen (Platz 20),
"Höhl, Selina Maria Christa",2000,Bündnis C,Land Hessen (Platz 16),
"Höhl, Stephanie Martina",1970,Bündnis C,Land Hessen (Platz 6),
"Hohmann, Anna Helga Angela",1963,SPD,Land Niedersachsen (Platz 28),
"Hohmann, Martin",1948,AfD,"Wahlkreis 174
    und 
    Land Hessen (Platz 6)",
"Höhn, Matthias",1975,DIE LINKE,"Wahlkreis 066
    und 
    Land Sachsen-Anhalt (Platz 4)",
"Hohn, Verena Eva-Maria",1993,Volt,Land Mecklenburg-Vorpommern (Platz 6),
"Holderied, Martin Basil",1990,SPD,"Wahlkreis 256
    und 
    Land Bayern (Platz 41)",
"Holfeld, Rainer Robert",1958,AfD,"Wahlkreis 116
    und 
    Land Nordrhein-Westfalen (Platz 20)",
"Höll, Laura",1997,Tierschutzpartei,"Wahlkreis 079
    und 
    Land Berlin (Platz 8)",
"Holland, Antoniella",1970,BÜNDNIS21,Land Baden-Württemberg (Platz 14),
"Dr. Holland, Dirk Peter",1963,BÜNDNIS21,Land Baden-Württemberg (Platz 23),
"Hollander, Antje Deborah",1994,Die PARTEI,Land Nordrhein-Westfalen (Platz 48),
"Hollinger, Martin",1981,FDP,"Wahlkreis 119
    und 
    Land Nordrhein-Westfalen (Platz 52)",
"Hollmann, Kirstin",1973,dieBasis,Land Brandenburg (Platz 17),
"Dr. Hollnagel, Jördis",1971,Volt,"Wahlkreis 265
    und 
    Land Baden-Württemberg (Platz 1)",
"Holm, Leif-Erik",1970,AfD,"Wahlkreis 015
    und 
    Land Mecklenburg-Vorpommern (Platz 1)",
"Holste-Hagen, Sylvia",1961,GRÜNE,"Wahlkreis 033
    und 
    Land Niedersachsen (Platz 27)",
"Holsten, Dieter",1950,FREIE WÄHLER,"Wahlkreis 028
    und 
    Land Niedersachsen (Platz 14)",
"von Holt, Jonas Alexander",1996,Volt,Land Niedersachsen (Platz 10),
"Holtappels, Fabian",2002,PIRATEN,Land Nordrhein-Westfalen (Platz 6),
"Holthusen, Heidelind",1949,FREIE WÄHLER,"Wahlkreis 015
    und 
    Land Mecklenburg-Vorpommern (Platz 6)",
"Holtz, Marco",1977,Die PARTEI,Land Berlin (Platz 12),
"Holtz, Nicole",1978,GRÜNE,Land Berlin (Platz 15),
"von Holtz, Ottmar Wilhelm",1961,GRÜNE,"Wahlkreis 048
    und 
    Land Niedersachsen (Platz 14)",
"Hölzer, Ellen",1976,dieBasis,"Wahlkreis 097
    und 
    Land Nordrhein-Westfalen (Platz 6)",
"Holzmann, Stefan",1978,AfD,Wahlkreis 277,
"Homm, Claus Günther",1980,SPD,Land Nordrhein-Westfalen (Platz 69),
"Honecker, Andrea Gabriele",1970,ÖDP,"Wahlkreis 298
    und 
    Land Saarland (Platz 4)",
"Hönel, Bruno",1996,GRÜNE,"Wahlkreis 011
    und 
    Land Schleswig-Holstein (Platz 6)",
"Hönig, Johann Sebastian Günter",1951,OpaBraveheart,Wahlkreis 051,
"Hoop, Katrine",1970,DIE LINKE,"Wahlkreis 001
    und 
    Land Schleswig-Holstein (Platz 3)",
"Hopp, Dominic Ernst",1990,ÖDP,Wahlkreis 237,
"Hoppe, Dirk",1965,Klimaliste,Wahlkreis 209,
"Hoppe, Maik",1968,dieBasis,"Wahlkreis 155
    und 
    Land Sachsen (Platz 15)",
"Dr. Hoppenstedt, Hendrik",1972,CDU,"Wahlkreis 043
    und 
    Land Niedersachsen (Platz 1)",
"Hoppermann, Franziska Christina Brigitte",1982,CDU,"Wahlkreis 022
    und 
    Land Hamburg (Platz 2)",
"Höppner, Felix Michael",1985,SPD,Land Nordrhein-Westfalen (Platz 74),
"Horb, Margaret",1967,CDU,Land Baden-Württemberg (Platz 12),
"van der Hork, Henning",1981,Die PARTEI,Land Nordrhein-Westfalen (Platz 78),
"Horlbeck, Olaf",1965,GRÜNE,"Wahlkreis 166
    und 
    Land Sachsen (Platz 12)",
"Horn, Christian",1987,PIRATEN,"Wahlkreis 196
    und 
    Land Thüringen (Platz 2)",
"Dr. Horn, Fabian",1985,FDP,"Wahlkreis 069
    und 
    Land Sachsen-Anhalt (Platz 4)",
"Horn, Guido German",1964,FREIE WÄHLER,Wahlkreis 117,
"Horn, Hubert",1968,FREIE WÄHLER,Wahlkreis 176,
"Horn, Katharina",1998,GRÜNE,"Wahlkreis 016
    und 
    Land Mecklenburg-Vorpommern (Platz 2)",
"Horn, Sören Alexander",1987,Volt,"Wahlkreis 020
    und 
    Land Hamburg (Platz 4)",
"Hörner, Erich Paul Manfred",1951,MLPD,Land Bayern (Platz 7),
"Hörner, Roland Andreas Egon",1954,CDU,"Wahlkreis 275
    und 
    Land Baden-Württemberg (Platz 40)",
"Hornung, Andrea Viviane",1996,DKP,Land Hessen (Platz 2),
"Hornung-Jahn, Carmen",1963,DIE LINKE,Land Nordrhein-Westfalen (Platz 23),
"Horst, Klara",1995,CDU,Land Niedersachsen (Platz 57),
"Horz, Tim-Oliver",1978,Volt,Land Hamburg (Platz 6),
"Hörzer, Werner",1948,DiB,Land Baden-Württemberg (Platz 18),
"Dr. Höschel, Mathias Edwin",1967,CDU,Land Nordrhein-Westfalen (Platz 72),
"Hostert, Jasmina",1982,SPD,"Wahlkreis 260
    und 
    Land Baden-Württemberg (Platz 9)",
"Hostert-Hack, Carolin",1996,CDU,Land Rheinland-Pfalz (Platz 37),
"Hotait, Houssam Tarraf",1995,Team Todenhöfer,Land Berlin (Platz 2),
"Houben, Reinhard Arnold",1960,FDP,"Wahlkreis 093
    und 
    Land Nordrhein-Westfalen (Platz 8)",
"Hövelmann, Andreas Ernst Thomas",1984,Die PARTEI,Wahlkreis 147,
"Hower, Manfred",1969,FREIE WÄHLER,Land Rheinland-Pfalz (Platz 16),
"Hoyen, Hans-Jürgen",1952,DKP,Land Schleswig-Holstein (Platz 4),
"Hoyer, Franz-Gerhard",1958,dieBasis,"Wahlkreis 198
    und 
    Land Rheinland-Pfalz (Platz 13)",
"Hrdy, Stefan",1956,AfD,Wahlkreis 108,
"Hrnicek-Hubert, Stefan",1963,ÖDP,Wahlkreis 250,
"Hubele, Siegfried",1954,DKP,Land Baden-Württemberg (Platz 6),
"Huber, Adolf",1961,FREIE WÄHLER,Wahlkreis 284,
"Huber, Ann-Christin",1991,DIE LINKE,Wahlkreis 142,
"Huber, Johannes Josef",1987,AfD,"Wahlkreis 214
    und 
    Land Bayern (Platz 6)",
"Huber, Manuel Matthias",2003,Die PARTEI,Land Bayern (Platz 55),
"Huber, Ruth",1946,DKP,Land Bayern (Platz 2),
"Huber, Vera Gerlinde",1981,CDU,Land Baden-Württemberg (Platz 38),
"Huber-Aydemir, Stefan Oliver",1975,DIE LINKE,Wahlkreis 208,
"Hubertz, Verena Ute",1987,SPD,"Wahlkreis 203
    und 
    Land Rheinland-Pfalz (Platz 6)",
"Hübler, Naomie Sarah",2000,GRÜNE,Land Baden-Württemberg (Platz 52),
"Hübner, Anja",1989,Tierschutzpartei,"Wahlkreis 016
    und 
    Land Mecklenburg-Vorpommern (Platz 4)",
"Hübner, Detlef",1954,LKR,Land Hessen (Platz 4),
"Hübner, Jasmin",1995,Team Todenhöfer,Land Niedersachsen (Platz 5),
"Huchler, Norbert",1967,ÖDP,Wahlkreis 292,
"Hück, Frank-Thomas",1964,BÜRGERBEWEGUNG,Land Baden-Württemberg (Platz 17),
"Hück, Uwe-Jörg",1962,BÜRGERBEWEGUNG,Land Baden-Württemberg (Platz 1),
"Hückelhoven, Tim",2001,Die PARTEI,Land Nordrhein-Westfalen (Platz 84),
"Hückmann, Günther",1942,LKR,Land Baden-Württemberg (Platz 6),
"Hudyma, Christine-Maria",1961,FREIE WÄHLER,Wahlkreis 146,
"Huebner, Boris",1970,AfD,Wahlkreis 296,
"Huf, Tobias Markus",1996,dieBasis,"Wahlkreis 231
    und 
    Land Bayern (Platz 31)",
"Hug, Michael Andreas",1967,AfD,Wahlkreis 287,
"Hultzsch, Hagen",1961,FDP,Land Thüringen (Platz 15),
"Hummel, Lilly",2000,CDU,Land Baden-Württemberg (Platz 21),
"Hummitzsch, Karl-Heinz",1948,KARLKOMMT,Wahlkreis 152,
"Hümpel, Carolin Rebecca",1964,FDP,"Wahlkreis 020
    und 
    Land Hamburg (Platz 6)",
"Hümpfer, Markus Klaus",1992,SPD,"Wahlkreis 250
    und 
    Land Bayern (Platz 21)",
"Hümpfner, Stefanie",1989,CSU,Land Bayern (Platz 22),
"Hund, Christian",1994,Die PARTEI,Land Nordrhein-Westfalen (Platz 94),
"Hundertmark, Matthias Michael",1988,CDU,Land Hessen (Platz 38),
"Hundesrügge, Britta",1967,FDP,"Wahlkreis 224
    und 
    Land Bayern (Platz 18)",
"Dr. Hundgeburth, Lorenz Constantin",1986,Volt,Land Nordrhein-Westfalen (Platz 22),
"Dr. Hunger, Katharina",1982,Die Humanisten,Land Hessen (Platz 6),
"Huning, Mathias",1969,FREIE WÄHLER,"Wahlkreis 104
    und 
    Land Nordrhein-Westfalen (Platz 14)",
"Hunko, Andrej Konstantin",1963,DIE LINKE,"Wahlkreis 087
    und 
    Land Nordrhein-Westfalen (Platz 4)",
"Hupach, Sigrid",1968,DIE LINKE,"Wahlkreis 189
    und 
    Land Thüringen (Platz 5)",
"Hüppe, Hubert Wilhelm",1956,CDU,"Wahlkreis 144
    und 
    Land Nordrhein-Westfalen (Platz 21)",
"Huppermann, Miriam",1985,SPD,Land Schleswig-Holstein (Platz 20),
"Huppert, Sabine",1955,DKP,Land Niedersachsen (Platz 3),
"Hürttlen, Werner Heinz",1963,dieBasis,"Wahlkreis 090
    und 
    Land Nordrhein-Westfalen (Platz 25)",
"Hüsch-Schäfer, Pia",1970,CDU,Land Rheinland-Pfalz (Platz 33),
"Hüsemann, Everhard",1960,GRÜNE,"Wahlkreis 031
    und 
    Land Niedersachsen (Platz 26)",
"Husen, Katja",1976,GRÜNE,Land Hamburg (Platz 8),
"Husfeld, Milan",1995,Die Humanisten,Land Bremen (Platz 5),
"Hußlein, Edwin",1961,FREIE WÄHLER,Land Bayern (Platz 16),
"Hüthel, Johannes",1998,DIE LINKE,Wahlkreis 070,
"Hutschalik, Günter",1955,FREIE WÄHLER,Land Sachsen (Platz 3),
"Hutter, Markus Andreas",1962,ÖDP,Land Hessen (Platz 2),
"Huy, Rose Gerrit",1953,AfD,"Wahlkreis 226
    und 
    Land Bayern (Platz 12)",
"Ibing, Melchior Elias",1984,dieBasis,Land Bayern (Platz 32),
"Ihlenfeld, Arne Gotthard",1978,Die PARTEI,"Wahlkreis 018
    und 
    Land Hamburg (Platz 1)",
"Ikram, Mohammad Maqsood",1972,Team Todenhöfer,Land Nordrhein-Westfalen (Platz 14),
"Ilg, Torsten Rüdiger",1970,FREIE WÄHLER,"Wahlkreis 094
    und 
    Land Nordrhein-Westfalen (Platz 5)",
"Dr. Ilgmann, Cordelius",1980,SPD,"Wahlkreis 195
    und 
    Land Thüringen (Platz 8)",
"Ilius, Klaus-Dieter",1948,MLPD,"Wahlkreis 194
    und 
    Land Thüringen (Platz 18)",
"Illert, Felix",1998,Die PARTEI,Land Baden-Württemberg (Platz 16),
"Ilsanker, Josef",1975,DIE LINKE,Wahlkreis 229,
"Inak, Erkan",1987,Die PARTEI,"Wahlkreis 007
    und 
    Land Schleswig-Holstein (Platz 4)",
"Dr. Ingenbleek, Anja Sigrid",1971,SPD,"Wahlkreis 086
    und 
    Land Berlin (Platz 8)",
"Insinger, Monika",1956,CDU,Land Niedersachsen (Platz 46),
"Iolin, Simon",1973,CDU,Land Hessen (Platz 51),
"Irion, Andreas",1972,FREIE WÄHLER,Wahlkreis 097,
"Irion, Jörg Joachim",1939,MLPD,Land Brandenburg (Platz 4),
"Irlstorfer, Erich",1970,CSU,Wahlkreis 214,
"Irmer, Hans-Jürgen",1952,CDU,"Wahlkreis 172
    und 
    Land Hessen (Platz 13)",
"Ising, Bernd",1963,Team Todenhöfer,Land Bremen (Platz 4),
"Dr. Isringhaus, Paul Helmut",1949,FDP,"Wahlkreis 296
    und 
    Land Saarland (Platz 2)",
"Jäckh-Vermeulen, Johanna Bouwke",1950,MLPD,"Wahlkreis 260
    und 
    Land Baden-Württemberg (Platz 19)",
